	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	22	Halamphora coffeaeformis mitochondrion, complete genome	100	20	2.50238E-42	89.95	27	F:GO:0003735; F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539; P:GO:0090305	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	23	Corallina ferreyrae voucher UC1404138 mitochondrion, complete genome	100	20	2.89582E-17	91.24	24	C:GO:0000276; F:GO:0003735; F:GO:0004129; F:GO:0005507; P:GO:0006099; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008177; F:GO:0008289; C:GO:0015935; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277; C:GO:0045281; F:GO:0051537; F:GO:0051538; F:GO:0051539	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; P:tricarboxylic acid cycle; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:succinate dehydrogenase (ubiquinone) activity; F:lipid binding; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV; C:succinate dehydrogenase complex; F:2 iron, 2 sulfur cluster binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.3.5.1; EC:1.9; EC:1.3.5; EC:1.3; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Succinate dehydrogenase (quinone); Acting on a heme group of donors; Acting on the CH-CH group of donors; Acting on the CH-CH group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	24	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	3.62519E-35	91.42	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	25	Uncultured bacterium clone CBB310789861 16S ribosomal RNA gene sequence	100	20	8.83736E-33	90.48	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	26	Uncultured bacterium clone 3566 16S ribosomal RNA gene sequence	100	20	2.15434E-30	90.45								
true	[BLASTED, MAPPED, ANNOTATED]	27	Uncultured bacterium  16S rRNA gene, clone C3182	100	20	3.62519E-35	90.86	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051536	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:iron-sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	28	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	8.83736E-33	89.85								
true	[BLASTED]	29	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	8.83736E-33	89.6								
true	[BLASTED, MAPPED, ANNOTATED]	30	Halamphora coffeaeformis mitochondrion, complete genome	100	20	5.87606E-37	90.84	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	31	Halamphora coffeaeformis mitochondrion, complete genome	100	20	1.48709E-37	91.49	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	32	Uncultured bacterium clone 4303 16S ribosomal RNA gene sequence	100	20	5.45213E-31	92.55								
true	[BLASTED, MAPPED, ANNOTATED]	33	Uncultured bacterium  16S rRNA gene, clone C3182	100	20	3.62519E-35	91.18	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051536	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:iron-sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	34	Halamphora coffeaeformis mitochondrion, complete genome	100	20	6.10023E-40	91.63	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	35	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	6.10023E-40	92.37								
true	[BLASTED, MAPPED, ANNOTATED]	36	Halamphora coffeaeformis mitochondrion, complete genome	100	20	8.19979E-27	91.72	23	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	37	Halamphora coffeaeformis mitochondrion, complete genome	100	20	1.48709E-37	92.39	25	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051539	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED]	38	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	8.83736E-33	93.08								
true	[BLASTED, MAPPED, ANNOTATED]	39	Uncultured bacterium clone 183 16S ribosomal RNA gene sequence	100	20	1.48709E-37	91.66	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051536	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:iron-sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	40	Uncultured bacterium clone 3566 16S ribosomal RNA gene sequence	100	20	2.23653E-33	91.02	24	F:GO:0003735; F:GO:0004129; F:GO:0005507; C:GO:0005743; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008289; C:GO:0009507; C:GO:0015934; C:GO:0015935; P:GO:0015986; C:GO:0016021; F:GO:0016740; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0048038; F:GO:0051287; F:GO:0051536	F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; C:chloroplast; C:large ribosomal subunit; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; C:integral component of membrane; F:transferase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:quinone binding; F:NAD binding; F:iron-sulfur cluster binding	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:2; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; Transferases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
